,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100,sample_101,sample_102,sample_103,sample_104,sample_105,sample_106,sample_107,sample_108,sample_109,sample_110,sample_111,sample_112,sample_113,sample_114,sample_115,sample_116,sample_117,sample_118,sample_119,sample_120,sample_121,sample_122,sample_123,sample_124,sample_125,sample_126,sample_127,sample_128,sample_129,sample_130,sample_131,sample_132,sample_133,sample_134,sample_135,sample_136,sample_137,sample_138,sample_139,sample_140,sample_141,sample_142,sample_143,sample_144,sample_145,sample_146,sample_147,sample_148,sample_149,sample_150,sample_151,sample_152,sample_153,sample_154,sample_155,sample_156,sample_157,sample_158,sample_159,sample_160,sample_161,sample_162,sample_163,sample_164,sample_165,sample_166,sample_167,sample_168,sample_169,sample_170,sample_171,sample_172,sample_173,sample_174,sample_175,sample_176,sample_177,sample_178,sample_179,sample_180,sample_181,sample_182,sample_183,sample_184,sample_185,sample_186,sample_187,sample_188,sample_189,sample_190,sample_191,sample_192,sample_193,sample_194,sample_195,sample_196,sample_197,sample_198,sample_199,sample_200,sample_201
big_jalon_sensor_50cm_5_12 1_filtered.csv,0.113598484,-0.007644406,0.069514682,0.127758964,-0.011848077,0.058108254,0.140627318,-0.009590102,0.044227019,0.146201165,0.002282996,0.030972831,0.139949206,0.02355989,0.022481659,0.120532508,0.049661315,0.023151024,0.091855688,0.070752937,0.035698728,0.065436644,0.073063759,0.057056726,0.060855387,0.044648911,0.073881784,0.100874686,-0.015313275,0.062381233,0.20034645,-0.089303943,-0.00356737,0.353689109,-0.14358009,-0.137726933,0.529916666,-0.142041886,-0.328918263,0.681698294,-0.065138118,-0.540684071,0.765582417,0.078689048,-0.725973834,0.761411851,0.257439685,-0.848405535,0.678753865,0.432571479,-0.896496788,0.547846779,0.576185653,-0.882986261,0.403427735,0.677541259,-0.832479636,0.272432608,0.737893989,-0.767323398,0.170354991,0.76112602,-0.699709454,0.103515227,0.748256566,-0.631664824,0.072104938,0.698548074,-0.559798161,0.071412882,0.614379812,-0.480642995,0.091988541,0.505082357,-0.393871141,0.120724136,0.386529677,-0.302680697,0.143888603,0.276484174,-0.212310021,0.151437846,0.188486148,-0.128359508,0.140541943,0.12797515,-0.055924736,0.116064048,0.092608975,0.000863381,0.087339076,0.075705071,0.039753141,0.063116957,0.069966356,0.061620505,0.047818073,0.069416147,0.070819599,0.041109729,0.069598508,0.07364374,0.040223151,0.067437602,0.075472254,0.042620142,0.061661291,0.078529359,0.047004336,0.05330236,0.081867442,0.052607733,0.045201464,0.083392603,0.058220634,0.040287772,0.082131302,0.062282429,0.039724853,0.078929577,0.06396291,0.042381577,0.075279029,0.063996168,0.04610856,0.07163357,0.06413323,0.049751443,0.06703846,0.065415272,0.054002121,0.060620479,0.066922599,0.060097479,0.053406965,0.066555826,0.067615698,0.048251458,0.06332466,0.073892537,0.047566998,0.058691354,0.075991554,0.05119357,0.055394758,0.073187351,0.056629324,0.055124951,0.06743804,0.061060973,0.057430625,0.061790669,0.063090014,0.060453862,0.058442852,0.063027325,0.062420143,0.057843416,0.062073179,0.062654313,0.05903892,0.061297263,0.061636754,0.06064382,0.061099842,0.060375766,0.061680572,0.061282914,0.059684318,0.061887648,0.061448318,0.059804091,0.061537668,0.061354072,0.060469117,0.061059358,0.061027629,0.061219667,0.060746517,0.060661648,0.061704158,0.060670369,0.060441901,0.061811925,0.060749588,0.060438862,0.061632786,0.060867896,0.060604271,0.061333132,0.060953257,0.060835981,0.061047437,0.060992301,0.06104711,0.060836875,0.061003178,0.061196091,0.060707697,0.06100527,0.061275481
big_jalon_sensor_50cm_5_12 17_filtered.csv,0.075539511,0.068046095,0.045702011,0.069050459,0.063592117,0.054889544,0.065953544,0.058666871,0.060621467,0.065257566,0.055895953,0.062410859,0.065277129,0.056401062,0.060934581,0.064948007,0.060143602,0.056949947,0.064104586,0.06638312,0.051068162,0.063282516,0.073788655,0.043933422,0.06345663,0.080607404,0.036308352,0.065549541,0.085238297,0.029150537,0.069620559,0.086823473,0.023908979,0.074344781,0.085183312,0.0226449,0.07764862,0.080239927,0.027159731,0.078279131,0.072003085,0.03731951,0.076720152,0.061511802,0.050246101,0.074396644,0.051493551,0.0616163,0.072113467,0.045442119,0.068169326,0.069457581,0.04556311,0.069340339,0.065641684,0.051328391,0.066898233,0.06073123,0.059847026,0.06325664,0.055969787,0.067669643,0.06000499,0.05294046,0.072554033,0.057650744,0.052430515,0.073952198,0.056323413,0.054102414,0.072175268,0.056391696,0.057278263,0.067301322,0.058218128,0.062047172,0.058979825,0.061304999,0.069531718,0.047294126,0.063851786,0.080924217,0.033711993,0.063422905,0.096126237,0.021045103,0.058310737,0.113211886,0.012340565,0.048518351,0.129121488,0.009564828,0.035713276,0.140987049,0.012937296,0.022339361,0.147221906,0.021169116,0.010505199,0.147852677,0.032337225,0.001248135,0.144026404,0.044842761,-0.005436972,0.137052386,0.057822355,-0.009849087,0.127686427,0.070731973,-0.011752016,0.116210936,0.082574522,-0.010229865,0.103116262,0.091614149,-0.004352806,0.089634983,0.095938713,0.005930926,0.077611056,0.094462905,0.019343537,0.068828851,0.087676002,0.033494158,0.064274873,0.07772863,0.045607195,0.063677684,0.067826792,0.053514473,0.065490416,0.061081696,0.056561793,0.067449917,0.059198278,0.055899738,0.067634297,0.061701612,0.05380982,0.065466714,0.066305667,0.052402284,0.061920725,0.070281859,0.052601578,0.058724598,0.07187328,0.05408752,0.057221825,0.070830407,0.055977582,0.057744279,0.068000581,0.057544338,0.059722731,0.064559644,0.058557269,0.062179098,0.06139346,0.059267056,0.064243359,0.058808639,0.060132201,0.065529351,0.056634893,0.061392192,0.066201466,0.054673958,0.062783378,0.066627292,0.053140224,0.06371245,0.066884536,0.052642859,0.063765332,0.066614897,0.053704478,0.063042756,0.065368209,0.056306584,0.062015459,0.063049736,0.05989286,0.061121005,0.060002716,0.063761039,0.060555971,0.056675793,0.067405502,0.060447388,0.053266967,0.070473984,0.061138131,0.049779323,0.072442947,0.063124464,0.046510193,0.072506101,0.066481437
big_jalon_sensor_50cm_5_12 16_filtered.csv,0.059211676,0.070515704,0.074572412,0.071030598,0.057270541,0.072863199,0.08667349,0.046738382,0.066550852,0.098578252,0.045968526,0.058726054,0.098868175,0.055704359,0.055761132,0.085448074,0.069752654,0.061880543,0.064221088,0.079797459,0.075261137,0.045366416,0.081219905,0.089124246,0.036973787,0.07528353,0.096427206,0.040933164,0.066980362,0.094132331,0.053227241,0.061169675,0.084267006,0.067321756,0.059993334,0.071812029,0.077836094,0.062798536,0.061483377,0.082361792,0.067724149,0.055681294,0.08115876,0.073133223,0.054474145,0.076028503,0.077775998,0.056654082,0.069727372,0.080286767,0.060281792,0.065813775,0.079549412,0.062480024,0.067567369,0.07618818,0.05998893,0.075630611,0.073216106,0.051440102,0.086518651,0.074023237,0.039540195,0.094444518,0.079020292,0.030220476,0.095707828,0.084488422,0.028455989,0.09178251,0.085450908,0.034108037,0.087969154,0.080343923,0.041661288,0.088582589,0.073249262,0.044264394,0.092891441,0.071687067,0.038663048,0.095113832,0.08186102,0.027244909,0.088169183,0.10493624,0.016147024,0.068180631,0.136589725,0.0113671,0.036724069,0.169373959,0.015775948,4.14E-05,0.195763475,0.028371515,-0.033465138,0.210429689,0.045168255,-0.056128115,0.211612496,0.060973756,-0.063713416,0.201343873,0.07176976,-0.056936045,0.183963312,0.076679089,-0.040547823,0.163599413,0.077932648,-0.020367083,0.142560839,0.07869812,-0.000478343,0.12171003,0.080643125,0.017528384,0.101882247,0.08319189,0.03344867,0.084661293,0.084680613,0.047065535,0.071849503,0.084025307,0.057711114,0.064377587,0.081472241,0.064752662,0.061786067,0.078163692,0.068135142,0.062644103,0.075316152,0.068383233,0.065297942,0.073805143,0.066324918,0.068225534,0.074093501,0.06309374,0.070082157,0.07596801,0.060287285,0.070060288,0.078157022,0.059575713,0.068576076,0.078619987,0.061633007,0.067375054,0.075849915,0.065388085,0.068376812,0.070230106,0.068680117,0.071987032,0.064004831,0.06999904,0.076518231,0.059677973,0.069668266,0.07940714,0.0583078,0.069333876,0.07909202,0.059191526,0.070401256,0.075886004,0.060890409,0.072972614,0.07139485,0.062359174,0.076024995,0.067373143,0.063290769,0.078257881,0.06498976,0.063876332,0.078722643,0.064624815,0.064598002,0.077029359,0.065809354,0.066166943,0.073486087,0.067227599,0.069226156,0.069294465,0.067143378,0.073693817,0.066392342,0.064408831,0.078289464,0.066570026,0.059487676,0.080940378,0.070221651,0.054564106,0.08006371
big_jalon_sensor_50cm_5_12 15_filtered.csv,0.078983825,0.109650696,0.098675481,0.080922772,0.094485417,0.105668862,0.092209854,0.081637323,0.100733087,0.107736348,0.079460453,0.084629225,0.119154675,0.090763193,0.064917827,0.119804081,0.110430883,0.052188233,0.108864715,0.127440436,0.054441254,0.092326232,0.130439447,0.072560223,0.080034507,0.114138066,0.099368729,0.080169385,0.083019214,0.123117255,0.094137778,0.049817958,0.133796506,0.115202242,0.029011557,0.128506234,0.132233581,0.029069043,0.11235189,0.136317586,0.048366621,0.094586265,0.125785475,0.076957599,0.082982893,0.106711543,0.102464246,0.079937674,0.089113627,0.116379708,0.082190809,0.081379526,0.117388777,0.083899502,0.08612192,0.110266132,0.080918227,0.099640899,0.101575553,0.073568197,0.114904891,0.095143848,0.066351992,0.125930514,0.090002257,0.06506634,0.130963585,0.081648504,0.073165299,0.132941175,0.065545741,0.089367889,0.137270538,0.040798283,0.107815732,0.1481202,0.011859374,0.121019216,0.165257931,-0.013166643,0.124202609,0.183680645,-0.027105068,0.118212977,0.196792436,-0.028292196,0.108669465,0.201197605,-0.021735124,0.101632945,0.199562026,-0.015536542,0.09878723,0.198937864,-0.01466427,0.095927016,0.205079585,-0.016592704,0.086488014,0.216769021,-0.012626759,0.067774098,0.224984216,0.005533946,0.044839933,0.218276759,0.038783371,0.028609186,0.190830796,0.078376306,0.029172732,0.147619851,0.11034084,0.048664404,0.102851797,0.123924252,0.078743246,0.072169869,0.118419168,0.104985937,0.063523098,0.103415879,0.115615481,0.072954942,0.092150142,0.108528089,0.088196309,0.09282097,0.091644583,0.097182352,0.104219819,0.076724437,0.095086319,0.118307183,0.071745414,0.085247587,0.12673311,0.077389325,0.074697748,0.125827319,0.089049272,0.068861939,0.117002594,0.101288796,0.069409935,0.103866376,0.110678134,0.075581742,0.089566017,0.115512489,0.086308367,0.076592836,0.114184913,0.100470617,0.068204454,0.105042133,0.115225535,0.068699636,0.088613055,0.124981536,0.080855567,0.069934769,0.123594891,0.102196026,0.057544436,0.109148013,0.124109363,0.058398177,0.087171198,0.136112684,0.072386894,0.068485536,0.132724496,0.091476672,0.062442382,0.117384095,0.104839335,0.070722362,0.099993724,0.106122329,0.086641021,0.089986737,0.097178225,0.100312094,0.090410494,0.085701592,0.105336305,0.097257392,0.079222123,0.101978526,0.103723859,0.080388305,0.095196687,0.105326705,0.086665237,0.090167572,0.101994394,0.093443977,0.089153533,0.096661624,0.097373335
big_jalon_sensor_50cm_5_12 14_filtered.csv,0.133638929,0.099254258,0.133382158,0.146332362,0.104505807,0.118731931,0.14992777,0.115541811,0.109989575,0.144097363,0.126643782,0.109957306,0.133104301,0.133406174,0.115917859,0.123011587,0.135696644,0.121501202,0.117536529,0.137462693,0.121531012,0.115695769,0.142794762,0.116373933,0.113744685,0.150977778,0.111623915,0.110340006,0.155452723,0.112444132,0.109820138,0.149068411,0.117565333,0.119172989,0.131599994,0.119368366,0.1405419,0.112122408,0.110841347,0.166488278,0.103066056,0.093066543,0.183369913,0.110727213,0.075943118,0.180655634,0.130472684,0.071129041,0.158464397,0.150561591,0.083217284,0.127250156,0.161006093,0.106485524,0.100298313,0.159994991,0.129491203,0.085468432,0.153186533,0.143049747,0.082404917,0.147786603,0.145031955,0.085852535,0.147123394,0.139443446,0.090912766,0.149307561,0.132196474,0.09628676,0.149429612,0.127102782,0.104359941,0.143068581,0.124144505,0.11872093,0.129043878,0.12077788,0.14075553,0.109565126,0.115355901,0.168084267,0.087474118,0.109545145,0.196575258,0.063287578,0.106940637,0.224003512,0.035507829,0.108947466,0.251342491,0.004298602,0.112182625,0.280067249,-0.025238708,0.110401408,0.308100295,-0.044026727,0.099628265,0.328671209,-0.044277322,0.082037371,0.333857566,-0.025060776,0.065030153,0.320241042,0.006473218,0.056130859,0.291926587,0.039336442,0.05797139,0.258354454,0.064992734,0.06726269,0.228787373,0.081064242,0.077918717,0.207712429,0.09055444,0.085333362,0.193955921,0.098203923,0.088727857,0.183195516,0.106953067,0.09058084,0.171572826,0.1165357,0.094177266,0.158098241,0.124480663,0.101115596,0.144734066,0.128415614,0.110279773,0.13453329,0.128004843,0.118716862,0.129300907,0.125300036,0.123644246,0.128328712,0.123439135,0.124231098,0.128872416,0.12462897,0.122100426,0.127968764,0.128690915,0.120235762,0.124441564,0.13319806,0.120900736,0.119671076,0.135293992,0.124060262,0.116375301,0.133851034,0.127684253,0.116358805,0.130087047,0.129612477,0.119270779,0.126294646,0.129133073,0.12321451,0.124147498,0.127107383,0.126234813,0.12392597,0.125025334,0.127401168,0.124833013,0.123972527,0.126965397,0.125809076,0.124162014,0.125832021,0.126195784,0.125098533,0.124877886,0.125940301,0.126061136,0.124533398,0.125403291,0.126537364,0.124741412,0.125017511,0.126406516,0.125173659,0.125025134,0.125870488,0.125503367,0.125399024,0.125253335,0.125578283,0.125926424,0.124811886,0.125442403,0.126360152,0.124644088
big_jalon_sensor_50cm_5_12 13_filtered.csv,0.150510155,0.12657274,0.123084284,0.154024074,0.144683336,0.108170886,0.144692007,0.164432534,0.106597793,0.127194838,0.173329582,0.119875628,0.113401645,0.164365538,0.139242094,0.114141506,0.141896443,0.15156887,0.130761591,0.1190338,0.149040652,0.153861266,0.108293458,0.134435095,0.170295181,0.113353318,0.118062208,0.17221076,0.128051271,0.109919674,0.161127519,0.141974797,0.11360385,0.145264605,0.147403276,0.125579407,0.133457484,0.142966137,0.1387907,0.130214585,0.132874696,0.147239824,0.134348702,0.123490199,0.148774683,0.14085799,0.119701836,0.145258533,0.144305894,0.12276223,0.140699646,0.141904756,0.130261026,0.138479866,0.134869471,0.138129007,0.139196123,0.127235163,0.143478454,0.140634414,0.122764938,0.14620168,0.14014208,0.122237833,0.147932578,0.137479995,0.123505994,0.149417749,0.135228854,0.124267256,0.14937135,0.135916691,0.124443316,0.146623342,0.138806411,0.125164045,0.143419341,0.140275913,0.125161613,0.145688866,0.138276665,0.118663982,0.158565979,0.136960464,0.098162568,0.180159729,0.146387299,0.061115685,0.199380734,0.175838655,0.015172734,0.201350401,0.225245443,-0.023574225,0.177535683,0.28200548,-0.039399135,0.132918837,0.32672245,-0.026610957,0.084157367,0.344137468,0.007311781,0.049724718,0.331265991,0.047380584,0.039328166,0.297125519,0.080819333,0.050203235,0.255320185,0.103203237,0.071898881,0.216181444,0.117239305,0.094234778,0.184081782,0.12726935,0.111926577,0.159635166,0.135243419,0.124146077,0.142654099,0.140665784,0.131846275,0.133016483,0.14273192,0.135999084,0.129913385,0.141820274,0.137409305,0.13133781,0.139373783,0.137048859,0.13460577,0.136952429,0.136066614,0.137404139,0.135466829,0.135432441,0.138557835,0.135021954,0.135581314,0.138113529,0.1352307,0.136351838,0.13686124,0.135635113,0.13723539,0.135689758,0.135964394,0.137742015,0.135132332,0.136165898,0.137662875,0.135246379,0.13629708,0.137119751,0.135763029,0.13640551,0.136429711,0.136337736,0.136480397,0.13589981,0.136741167,0.13648362,0.135677262,0.136914293,0.13640862,0.135722466,0.136911911,0.136307627,0.135887457,0.136812661,0.136266262,0.136027793,0.13666214,0.136349239,0.136078093,0.136469128,0.136557314,0.136062194,0.136235584,0.136821298,0.136050646,0.135988535,0.137035231,0.136099235,0.13578802,0.137112691,0.136206429,0.135700573,0.137035565,0.13631789,0.135754281,0.136860541,0.136373829,0.135914056,0.136675873,0.136357728,0.136101426
big_jalon_sensor_50cm_5_12 12_filtered.csv,0.11500884,0.134634552,0.137413642,0.111431919,0.132913548,0.140392661,0.112269314,0.130047761,0.139598169,0.117062188,0.127735425,0.135148685,0.123684808,0.126926138,0.129062768,0.129636574,0.127243989,0.124077473,0.133398565,0.127371381,0.122099217,0.13498098,0.126068946,0.123312424,0.135429379,0.12305861,0.126427054,0.135810685,0.119182217,0.129708654,0.136451965,0.115847053,0.131995072,0.136862239,0.11423224,0.133097352,0.136241724,0.114765302,0.133487792,0.134148913,0.117125904,0.133633387,0.130834879,0.12067038,0.133566663,0.127013541,0.124824784,0.133095327,0.123358046,0.129000374,0.132406807,0.120310018,0.13215361,0.132311595,0.118386598,0.132698748,0.133686855,0.11846838,0.129271202,0.136571465,0.12145712,0.121928495,0.139811814,0.127390833,0.112767975,0.141660486,0.134772698,0.105326086,0.140899004,0.140751119,0.103037406,0.137729832,0.142149375,0.107610221,0.133875069,0.136847387,0.118257403,0.131699036,0.124721434,0.132407276,0.132867893,0.10730885,0.147500882,0.137773811,0.086253546,0.162227809,0.146441077,0.062090389,0.175784524,0.159835161,0.035081889,0.185889139,0.17954808,0.007721944,0.188108304,0.2053945,-0.013825672,0.178071024,0.233160845,-0.021645973,0.154984476,0.255197795,-0.010331182,0.12328126,0.263782901,0.019755002,0.091153221,0.254670168,0.062280551,0.067329558,0.228757553,0.107378089,0.057912475,0.19157994,0.145233912,0.064390209,0.151214674,0.169346163,0.083458529,0.115512944,0.178177955,0.108662486,0.089800941,0.174638332,0.133014721,0.075953356,0.163933352,0.151297335,0.072956236,0.151121853,0.161096478,0.078248551,0.13964488,0.162519312,0.08884303,0.131199026,0.157327729,0.101761955,0.126303226,0.148181063,0.114174454,0.124756726,0.138016742,0.123758957,0.125857705,0.129350796,0.129193946,0.128655792,0.123677128,0.130326965,0.13223846,0.121363261,0.12793489,0.135775433,0.122025071,0.123444298,0.138332322,0.124849175,0.118814119,0.13894289,0.12851779,0.116222862,0.137250557,0.131134332,0.117195347,0.134216925,0.130789395,0.121542686,0.13201542,0.12672734,0.127015561,0.132842944,0.120304473,0.130211129,0.137311609,0.114868916,0.128435892,0.143510267,0.114276466,0.121552541,0.147564339,0.120601266,0.112647705,0.145710406,0.132299333,0.106805369,0.136899402,0.14419119,0.108272468,0.124266455,0.149872668,0.117532102,0.114011444,0.145539227,0.130462986,0.111818806,0.132648816,0.140665974,0.11915223,0.117223487,0.14345744
big_jalon_sensor_50cm_5_12 11_filtered.csv,0.140507669,0.110646011,0.115558342,0.144457849,0.123645615,0.105382609,0.137018223,0.136620884,0.10719597,0.122871541,0.141300102,0.120118076,0.110839146,0.134379804,0.136606598,0.108200617,0.1198456,0.147151834,0.115946953,0.106577872,0.146305961,0.128156426,0.102647367,0.136072951,0.13602828,0.110065055,0.124322737,0.133877577,0.123586054,0.119307984,0.122948178,0.134381455,0.124101414,0.110435462,0.135986464,0.134756608,0.104495475,0.128442541,0.143303888,0.108732647,0.117938165,0.143376965,0.119878581,0.112363352,0.13459176,0.130129142,0.115883984,0.122758472,0.132464688,0.126191367,0.115891974,0.125326205,0.136165659,0.118822977,0.113571097,0.138662803,0.130045764,0.105231496,0.131132422,0.142799697,0.106338086,0.117064218,0.149577259,0.117170767,0.103413837,0.147131931,0.132269617,0.095723056,0.138800065,0.144126809,0.09411306,0.132652067,0.148131511,0.092793148,0.136649328,0.145535953,0.083445244,0.153916913,0.142557091,0.060273591,0.181096987,0.146370897,0.023444864,0.210573103,0.16082456,-0.021121333,0.234725477,0.184662797,-0.06505336,0.249259645,0.213029714,-0.101411415,0.253777149,0.240668623,-0.126729286,0.24999616,0.264385443,-0.14052268,0.239546193,0.283335248,-0.143418524,0.223116122,0.297501131,-0.135738313,0.201352487,0.305990544,-0.117656641,0.176432612,0.306742367,-0.09063005,0.152643997,0.298052449,-0.058609136,0.13497903,0.280731667,-0.027482729,0.126396707,0.25890425,-0.002564727,0.125788825,0.238343619,0.014255166,0.128455551,0.223264826,0.025466648,0.129051229,0.213924258,0.036019507,0.124977398,0.206959389,0.049741326,0.117702214,0.198345306,0.066716737,0.111000888,0.186704023,0.083644022,0.107571538,0.174269199,0.096842961,0.106896126,0.164670034,0.105335291,0.106200106,0.159465687,0.111325324,0.103597259,0.156527367,0.1177288,0.100498138,0.151764871,0.125024971,0.10096808,0.142789694,0.130306736,0.108349469,0.131413198,0.129538669,0.121864982,0.122764921,0.121296864,0.136109794,0.121521498,0.108921763,0.144178653,0.128066064,0.099107058,0.142370133,0.137604473,0.097610682,0.133017125,0.143204534,0.105123388,0.123082885,0.140721658,0.116578731,0.119261675,0.131842614,0.124735256,0.123214552,0.122756021,0.125396522,0.130628895,0.119481181,0.120220401,0.134716295,0.123570891,0.115081084,0.13125916,0.131376595,0.115528194,0.121409988,0.137034693,0.122882252,0.110558373,0.136630916,0.133578765,0.104514493,0.13059475,0.141850741,0.105804395
big_jalon_sensor_50cm_5_12 10_filtered.csv,0.087285807,0.040584668,0.051400309,0.088426487,0.049297336,0.046055773,0.080344757,0.061035207,0.047094381,0.067593791,0.068128925,0.054199772,0.058161002,0.066390235,0.062221394,0.058143151,0.057904443,0.064968814,0.067358146,0.049312431,0.060072214,0.079229707,0.04683408,0.051153627,0.085226549,0.05174038,0.045435528,0.080756151,0.059726409,0.048412403,0.068130785,0.064592299,0.059767839,0.054451045,0.063022112,0.073779582,0.046447724,0.056522571,0.08355482,0.046517615,0.049470018,0.085415342,0.052490927,0.04557407,0.080280592,0.060274689,0.045789712,0.071832333,0.066679023,0.048789862,0.063617816,0.070498565,0.052814496,0.05735013,0.071894128,0.056996655,0.053085971,0.071365976,0.061238643,0.05041156,0.069420403,0.065123266,0.049342389,0.067037058,0.06703664,0.050276119,0.066231535,0.064323917,0.053284587,0.069979727,0.054366773,0.057492267,0.081408423,0.035796162,0.061024434,0.102783405,0.009111054,0.061449431,0.134888027,-0.023460452,0.056356858,0.176938387,-0.0585348,0.043861319,0.226745384,-0.092209385,0.023074419,0.280823358,-0.120622394,-0.005417149,0.334446195,-0.140437985,-0.039219138,0.38184403,-0.149260994,-0.074118944,0.416725297,-0.146070642,-0.104462775,0.433327014,-0.131774731,-0.1240704,0.42806206,-0.109583848,-0.127855332,0.401210174,-0.084546845,-0.113768151,0.357547639,-0.062028731,-0.084015555,0.305206549,-0.045832832,-0.044656435,0.253191883,-0.037039244,-0.003662871,0.208793846,-0.03408592,0.031548371,0.175982921,-0.03377783,0.056003044,0.155106023,-0.032538936,0.067981065,0.143567386,-0.027485309,0.068908207,0.137096561,-0.017274176,0.062596655,0.131357101,-0.002610109,0.05392241,0.123489517,0.013974327,0.04717872,0.112909011,0.02921881,0.044742193,0.100930869,0.040615914,0.046681719,0.089538869,0.047429248,0.051384222,0.080130203,0.050732451,0.056699384,0.072934572,0.052573508,0.060966099,0.067274462,0.054790554,0.063497171,0.062363723,0.058115281,0.064400799,0.05808092,0.062068609,0.063966751,0.055111432,0.065706931,0.062201977,0.054221241,0.068583021,0.059057095,0.055233607,0.070988799,0.055139467,0.056790084,0.073257397,0.051952512,0.057341643,0.07500141,0.051021615,0.056508099,0.075312033,0.052508007,0.055425931,0.0738741,0.054701967,0.055619401,0.071820704,0.055172709,0.057401112,0.071200985,0.0528098,0.059380547,0.073239693,0.048971494,0.059687275,0.076921749,0.046551025,0.057824233,0.079429758,0.047631508,0.055282315,0.07832077,0.051867499
big_jalon_sensor_50cm_5_11 9_filtered.csv,0.075924424,0.086137264,0.073721347,0.070737222,0.086389847,0.078650249,0.066910051,0.08457193,0.083185676,0.065725158,0.081416314,0.085703565,0.067494875,0.078137183,0.085398156,0.071432829,0.075821152,0.082691498,0.07603898,0.074894272,0.079018945,0.079793396,0.075019626,0.076100018,0.081725643,0.075458611,0.075179104,0.08159091,0.075537542,0.076655335,0.079771012,0.074862045,0.080106346,0.077141529,0.073295277,0.084466371,0.074907299,0.070959731,0.088272189,0.074225475,0.068340679,0.090097995,0.075639441,0.066266788,0.089170565,0.078691485,0.065578896,0.085827566,0.08208588,0.06665396,0.081418622,0.084349733,0.069181218,0.077644046,0.084526939,0.072357559,0.07578424,0.082514996,0.075266119,0.076260352,0.079031084,0.077147756,0.078618547,0.075360408,0.077489231,0.081832746,0.072998412,0.075942053,0.084794558,0.073340003,0.072075155,0.086750906,0.077628096,0.065113439,0.087343487,0.087167521,0.054026808,0.086133262,0.103427724,0.038195801,0.082015723,0.127608508,0.018331375,0.073165445,0.159729568,-0.003036465,0.057754038,0.197776553,-0.021938363,0.035141526,0.237424868,-0.034175731,0.007012993,0.272641568,-0.037014301,-0.022165081,0.297277358,-0.030683202,-0.046027561,0.307283189,-0.018675285,-0.058644055,0.302431396,-0.006217836,-0.057237114,0.286294289,0.002424144,-0.043530092,0.264329215,0.006067037,-0.022782419,0.241331453,0.006799554,-0.001225206,0.219798541,0.008379002,0.016497005,0.199841989,0.014041904,0.028633592,0.18027626,0.024971192,0.036054412,0.16003098,0.040054027,0.040917666,0.139050628,0.056759412,0.045267443,0.118319106,0.072338516,0.050335304,0.09933418,0.084564856,0.056554999,0.083645055,0.091909508,0.063745315,0.072651616,0.093636639,0.071141417,0.067342133,0.090118604,0.077506907,0.067756794,0.083057839,0.081622159,0.072522183,0.075120274,0.082968282,0.079027019,0.068971879,0.082069444,0.084351256,0.06627704,0.080201385,0.086422693,0.067230226,0.078706193,0.084734671,0.070759178,0.078381161,0.080320778,0.075159236,0.079246744,0.07512403,0.078797907,0.080711086,0.07115021,0.080613781,0.081937418,0.069786931,0.080320174,0.082183212,0.071471451,0.078376462,0.080992945,0.075669144,0.075827471,0.078284038,0.081027513,0.074032174,0.074432115,0.085656239,0.074237253,0.070345228,0.087600388,0.077052337,0.06736088,0.085507658,0.082060245,0.066835162,0.07927891,0.087825072,0.069523934,0.070358552,0.09237736,0.075066149,0.061420264,0.094010052,0.081877308
